2013/12/18,WIND_SPEED,3.2,1.4,2.6,1.4,2.3,1.9,4.9,4.4,5.2,5.8,3.9,3.7,4.1,5,4.1,5.4,4.6,4.2,3.3,3.7,3.3,2.9,3.3,3.5
2013/12/19,PM10,73,86,111,78,77,54,49,53,63,67,62,52,56,61,69,66,61,55,55,57,63,67,72,72
2013/12/19,PM2.5,24,26,30,34,29,29,28,35,37,35,41,36,40,37,41,48,46,52,46,49,54,61,61,54
2013/12/19,WIND_DIREC,43,20,50,44,44,40,44,56,43,60,26,42,38,39,28,37,43,42,31,43,36,33,19,33
2013/12/19,WIND_SPEED,3.9,3.4,3.9,4,2.8,3.3,4.2,4.1,4,4.3,3.8,3.2,3.1,2.5,4.1,3.8,3.3,4,2.9,2.6,2.8,2.2,1.8,1.9
2013/12/20,PM10,79,75,77,62,62,54,58,56,50,49,48,59,60,54,50,53,56,55,54,58,50,44,42,49
2013/12/20,PM2.5,50,55,56,58,53,55,51,50,47,47,45,48,42,40,31,36,33,33,28,31,32,33,26,23
2013/12/20,WIND_DIREC,33,31,23,40,18,336,48,299,33,38,346,46,15,59,41,24,20,36,46,35,35,27,230,253
2013/12/20,WIND_SPEED,1.5,1.9,0.9,1.4,1.2,1.2,1.2,0.8,2.2,2,2.7,1,1.9,1.2,2.1,1.9,2.2,2.4,1.7,2.5,2.8,2.7,0.9,1
2013/12/21,PM10,50,42,38,39,52,56,51,43,34,38,35,47,53,63,61,60,58,55,48,46,40,43,38,45
2013/12/21,PM2.5,23,27,29,30,39,43,45,39,37,37,34,35,39,46,54,51,51,44,49,45,44,36,36,31
2013/12/21,WIND_DIREC,33,36,29,40,33,39,45,29,37,39,40,32,38,28,35,42,60,31,50,49,37,29,34,35
2013/12/21,WIND_SPEED,1.2,1.8,1.4,2,1.8,1.9,1.6,3.1,3,3.2,3.2,2.6,2.1,2.9,3.2,3.2,2,2.7,3.2,3.5,3.1,2.6,2.6,2.3
2013/12/22,PM10,46,44,39,38,46,48,50,45,47,45,42,38,35,39,42,49,46,45,42,42,38,36,40,36
2013/12/22,PM2.5,34,31,35,30,32,32,35,29,21,27,32,32,30,33,39,36,32,40,34,37,28,31,28,23
2013/12/22,WIND_DIREC,37,43,43,50,41,39,34,18,33,28,31,35,16,338,25,11,34,33,31,29,28,16,32,21
2013/12/22,WIND_SPEED,2.7,1.9,1.6,2,1.1,1.1,1.4,2,2.8,2.2,2.3,1.8,2.3,3.1,2.9,2.1,2,2.3,2,1.5,1.7,1.3,1.1,1.5
2013/12/23,PM10,43,35,40,25,20,18,40,53,50,22x,30x,24x,37x,44,53,57,49,67,59,52,40,44,46,44
2013/12/23,PM2.5,24,21,23,24,21,21,21,22,29,33,27,30,32,38,29,26,22,30,32,30,32,26,23,19
2013/12/23,WIND_DIREC,54,18,35,15,42,36,6.9,49,23,10,10,353,334,44,22,43,39,29,32,26,27,43,35,30
2013/12/23,WIND_SPEED,0.9,1,1.1,1.4,1.2,1.5,1.7,1.6,2.6,1.7,2.8,2,3,3.2,3.6,3.7,2.7,2.6,2.4,2.5,2.4,1.9,1.6,0.9
2013/12/24,PM10,43,33,26,24,34,43,48,37,30,23,28,37,37,34,26,26,31,36,40,43,45,47,42,42
2013/12/24,PM2.5,25,28,23,13,13,13,15,16,18,19,13,20,20,27,26,24,20,20,24,28,25,28,26,30
2013/12/24,WIND_DIREC,19,33,33,40,40,35,14,11,43,39,357,40,26,43,351,42,33,26,273,23,15,14,11,35
2013/12/24,WIND_SPEED,1.5,1.5,1.4,1.7,1.2,2.2,1.4,1.9,2.4,3.6,3.1,2.4,2.8,2.5,3.2,3.5,3.4,2,0.7,1.1,1.5,1.6,1.3,1
2013/12/25,PM10,44,42,45,49,57,55,41,37,35,40,42,46,58,70,0,65,57,51,52,49,37,35,31,38
2013/12/25,PM2.5,29,29,27,30,33,37,38,33,30,36,37,38,43,43,46,33,36,35,34,33,30,27,22,23
2013/12/25,WIND_DIREC,30,31,27,16,34,35,37,66,39,80,36,303,350,56,40,30,39,35,37,31,19,22,33,271
2013/12/25,WIND_SPEED,1,1.5,1.4,1.4,1,1.2,0.9,1.3,3.5,1.6,1.8,2.4,3.5,4.2,3.2,3.6,4.2,3.3,2.3,2,1.9,1.6,1.7,1
2013/12/26,PM10,45,49,41,30,27,27,29,27,30,25,28,23,33,35,52,73,88,91,88,89,97,101,109,118
2013/12/26,PM2.5,23,30,27,38*,26,26,12,15,9,10,9,14,20,30,31,32,40,46,55,61,67,67,77,84
2013/12/26,WIND_DIREC,356,45,10,38,38,45,45,35,38,45,13,355,348,59,70,42,52,38,48,28,31,33,49,44
2013/12/26,WIND_SPEED,1.2,1.5,1.3,1.6,2.4,2.4,3.6,3.2,4.1,3.5,2.2,2.9,4.1,5,5.1,4.3,4.8,3.6,4.1,2.3,3.1,2.2,4.2,2.8
2013/12/27,PM10,131,135,136,131,130,140,169,204,231,234,227,219,218,210,216,221,224,192,146,97,69,48,44,48
2013/12/27,PM2.5,97,101,100,99,89,113,142,177,194,193,182,162,140,135,131,141,133,127,100,73,48,37,34,31
2013/12/27,WIND_DIREC,35,48,44,48,32,35,61,38,47,19,29,351,60,48,36,60,58,40,47,38,32,42,26,28
2013/12/27,WIND_SPEED,3.3,3.8,3.9,3.1,3.8,3.1,4.4,4,3.4,3.7,3.4,4.4,4.9,4.9,3.9,4.4,4.8,2.9,2.6,1.7,1.5,1.5,1.2,1.3
2013/12/28,PM10,57,56,56,61,75,74,64,58,59,63,63,61,60,66,69,88,95,102,101,88,81,65,70,74
2013/12/28,PM2.5,26,34,34,46,45,51,53,54,46,48,45,53,54,49,53,47,53,44,49,46,53,47,50,39
2013/12/28,WIND_DIREC,35,33,33,32,38,2.9,30,21,31,75,33,33,27,39,336,326,302,38,27,32,27,32,18,42
2013/12/28,WIND_SPEED,1.4,1.2,1.1,1.3,1,1.3,1,1.8,2.1,1.2,2.1,2.3,2.6,2.4,2.4,2.9,2.3,3,1.5,1.8,2.3,1.8,2.1,1.8
2013/12/29,PM10,78,70,63,57,56,49,51,45,42,37,41,39,43,47,55,54,58,67,78,81,77,65,59,58
2013/12/29,PM2.5,41,39,40,34,32,33,30,28,26,36,33,38,33,36,41,48,51,54,61,65,59,49,47,46
2013/12/29,WIND_DIREC,21,28,29,37,31,22,26,325,19,32,25,31,13,15,27,26,357,360,13,25,17,32,22,37
2013/12/29,WIND_SPEED,1.6,1.9,2.3,2.3,2.6,2.1,2,1.9,2.7,2.5,2.2,2.6,2.2,3,3.1,3.1,2.3,2.2,2.5,1.2,0.9,0.9,1.1,0.5
2013/12/30,PM10,60,59,59,56,58,54,57,63,63,67,63,63,64,66,80,84,87,95,105,119,114,113,105,104
2013/12/30,PM2.5,41,44,39,40,40,41,42,41,44,45,43,44,50,54,60,53,59,60,70,71,67,70,73,71
2013/12/30,WIND_DIREC,24,25,44,17,32,40,31,38,32,41,36,24,322,8.5,274,31,19,40,35,23,26,23,39,30
2013/12/30,WIND_SPEED,0.7,1.2,1.4,1.7,1.9,1.7,1.6,1.3,2.8,2,2,1.6,2,2.7,2.7,3.5,2.5,2.4,1.1,1.1,1.3,1.1,1.2,1.1
2013/12/31,PM10,100,97,93,90,85,77,71,70,80,86,80,77,79,0,102,106,102,95,96,94,92,87,90,94
2013/12/31,PM2.5,72,65,61,57,53,59,53,52,57,55,60,54,66,0,45,44,32,56,61,67,62,59,60,60
2013/12/31,WIND_DIREC,29,4.5,43,34,33,38,33,34,27,40,30,331,317,303,337,27,14,33,36,28,30,27,29,31
2013/12/31,WIND_SPEED,1.2,1.1,1.5,1.5,1.4,1.4,1.5,2.4,2.4,1.5,2.3,1.7,2.2,2.7,2.9,2.9,2.3,2.5,1.4,1.5,1.7,1.2,1,0.9
